codigo_ocorrencia4,recomendacao_numero,recomendacao_dia_assinatura,recomendacao_dia_encaminhamento,recomendacao_dia_feedback,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_destinatario,,,,,,,
45785,I-535/CENIPA/2014 - RS 001,2014-12-06,2014-07-29,2015-09-22,Notificar o fabricante da aeronave sobre o conteúdo da investigação do incidente e para que o mesmo certifique-se que os ganchos fornecidos estão em conformidade com a especificação do projeto.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
45785,I-535/CENIPA/2014 - RS 002,2014-12-06,2014-07-29,2017-08-31,Reavaliar a validação de certificação da aeronave para transporte de carga externa tendo em vista o Laudo Técnico nº 024/AMR/2012,,,,,,,,,,
45785,I-535/CENIPA/2014 - RS 003,2014-12-06,2014-07-29,2015-01-29,Reavaliar as condições de operação padronizadas com carga externa utilizadas pela empresa Atlas Táxi-Aéreo.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
45759,A-605/CENIPA/2014 - 01,2016-08-26,2016-06-10,2016-12-20,Avaliar a eficácia do sistema DECERTA no que diz respeito à aceitação de planos de voo sem que sejam atendidos os requisitos de habilitação de pilotos,,,,,,,,,,
45759,A-605/CENIPA/2014 - 02,2016-08-26,2016-08-30,NULL,Rever o processo de fabricação e montagem dos motores TIO-540-AJ1A,,,,,,,,,,
45757,A-050/CENIPA/2014 - 001,2014-08-15,2014-09-16,2014-04-12,Divulgar o conteúdo do presente relatório durante a realização de seminários,,,,,,,,,,
45757,A-050/CENIPA/2014 - 002,2014-08-15,2014-09-16,2014-11-24,Reavaliar o nível da fiscalização realizada utilizando o sistema DCERTA,,,,,,,,,,
45756,IG-588/CENIPA/2018- 01,2019-08-04,2019-04-23,2019-05-21,REALIZAR UMA AUDITORIA NA EMPRESA PEMA - PEREIRA MACHADO TáXI AéREO LTDA.,,,,,,,,,,
45756,IG-588/CENIPA/2018- 02,2019-08-04,2019-04-23,2019-05-21,NULL,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
45752,289/D/12,2012-08-08,2012-06-09,2012-12-17,Realizar uma auditoria no Aeroclube de Bragança Paulista,,,,,,,,,,
45752,290/D/12,2012-08-08,2012-06-09,2014-04-13,Atuar junto ao Aeroclube de Bragança Paulista,,,,,,,,,,
45752,291/D/12,2012-08-08,2012-06-09,2014-04-28,Atuar junto ao Aeroclube de Bragança Paulista,,,,,,,,,,
45752,IG-101/CENIPA/2013 - 001,2015-09-02,2015-04-20,2016-05-04,Tendo em vista os fatos observados e relatados neste relatório,,,,,,,,,,
45751,A-017/CENIPA/2013-RSV001,2013-07-16,2013-12-08,2014-02-18,Incrementar a atividade de fiscalização do cumprimento dos requisitos constantes no RBAC 61,,,,,,,,,,
45751,A-017/CENIPA/2013-RSV002,2013-07-16,2013-12-08,2013-07-10,Divulgar o conteúdo do presente relatório durante a realização de seminários,,,,,,,,,,
45651,A-593/CENIPA/2018 - 01,2021-08-19,2021-04-09,2021-09-29,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
45618,A-163/CENIPA/2013-001,2014-08-15,2015-05-26,2015-12-11,Tendo em vista os fatos observados e relatados neste relatório,,,,,,,,,,
45597,A-016/CENIPA/2013-RSV 001,2013-10-07,2013-07-18,2014-07-30,Na revisão do RBHA 91,,,,,,,,,,
45597,A-016/CENIPA/2013-RSV 002,2013-10-07,2013-07-18,2013-08-08,Divulgar o conteúdo do presente relatório durante a realização de seminários,,,,,,,,,,
45596,A-040/CENIPA/2013-RSV001,2013-11-30,2013-12-17,2014-07-18,Divulgar os ensinamentos colhidos da presente investigação,,,,,,,,,,
45596,A-040/CENIPA/2013-RSV002,2013-11-30,2013-12-17,2014-03-19,Divulgar os ensinamentos colhidos da presente investigação,,,,,,,,,,
45589,A-515/CENIPA/2021 - 01,2022-09-02,2022-02-16,2022-06-23,Estabelecer procedimentos que garantam a atualização de publicações referentes a temas recorrentes em acidentes ou incidentes aeronáuticos,,,,,,,,,,
45588,A-009/CENIPA/2013 – RSV 001,2013-12-12,2014-12-02,2014-07-16,Reforçar  junto  aos  operadores  estrangeiros  que  operam segundo  o  RBAC  129,,,,,,,,,,
45588,A-009/CENIPA/2013 – RSV 002,2013-12-12,2014-12-02,2014-07-16,Estudar  a  possibilidade  de  inserir  como  requisito  no  RBAC  129  a  obrigatoriedade  de   comunicação  oficial  dos operadores  estrangeiros  à  a  utoridade  de  investigação brasileira (CENIPA),,,,,,,,,,
45588,A-009/CENIPA/2013 – RSV 003,2013-12-12,2014-12-02,2014-05-28,Divulgar  o  conteúdo  do  presente  relatório  para  os  operadores  brasileiros  regulados  pelo RBAC 121.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
45588,A-009/CENIPA/2013 – RSV 004,2013-12-12,2014-12-02,2014-05-27,Divulgar,,,,,,,,,,
45580,IG-503/CENIPA/2018 - 01,2018-07-27,2018-07-27,2018-11-27,Atuar junto à Diretoria de Portos e Costas (DPC) da Marinha do Brasil,,,,,,,,,,
45580,IG-503/CENIPA/2018 - 02,2018-07-27,2018-07-27,2018-11-27,Atuar junto à Diretoria de Portos e Costas (DPC) da Marinha do Brasil,,,,,,,,,,
45580,IG-503/CENIPA/2018 - 03,2018-07-27,2018-07-27,2018-11-27,Atuar junto ao proprietário do navio Lochnagar,,,,,,,,,,
45580,IG-503/CENIPA/2018 - 04,2018-07-27,2018-07-27,2018-11-27,Atuar junto a BHS Brazilian Helicopter Services Taxi Aéreo S.A.,,,,,,,,,,
45576,IG-048/CENIPA/2013-RSV001,2013-10-09,2015-04-14,2015-10-21,Avaliar,,,,,,,,,,
45576,IG-048/CENIPA/2013-RSV002,2013-10-09,2015-04-14,2015-10-21,"""Avaliar",,,,,,,,,,
45576,IG-048/CENIPA/2013-RSV003,2013-10-09,2015-04-14,2015-10-21,"""Avaliar",,,,,,,,,,
45573,A-626/CENIPA/2014 – 001,2015-05-15,2015-05-26,2015-11-08,Realizar uma auditoria no operador da aeronave,,,,,,,,,,
45573,A-626/CENIPA/2014 – 002,2015-05-15,2015-05-26,2015-08-24,Divulgar às empresas de táxi-aéreo os ensinamentos colhidos nesta ocorrência,,,,,,,,,,
45571,160/D/12,2012-06-20,2016-11-01,2016-07-15,Atuar junto ao GRAESP/PA que escale para compor tripulação,,,,,,,,,,
45571,161/D/12,2012-06-20,2016-11-01,2016-07-15,Atuar junto ao GRAESP/PA para que adote brifim de emergência aos ocupantes,,,,,,,,,,
45571,A-531CENIPA2015 - 01,2016-11-24,2016-12-14,2017-07-02,Realizar gestões junto a Helisul Táxi-Aéreo Ltda.,,,,,,,,,,
45571,A-531CENIPA2015 - 02,2016-11-24,2016-12-14,2017-07-02,Realizar gestões junto a Helisul Táxi-Aéreo Ltda.,,,,,,,,,,
45571,A-531CENIPA2015 - 03,2016-11-24,2016-12-14,2017-07-02,Realizar gestões junto a Helisul Táxi-Aéreo Ltda.,,,,,,,,,,
45571,A-531CENIPA2015 - 04,2016-11-24,2016-12-14,2017-07-02,Realizar gestões junto ao GRAESP,,,,,,,,,,
45571,A-531CENIPA2015 - 05,2016-11-24,2016-12-14,2017-07-02,Realizar gestões junto ao GRAESP,,,,,,,,,,
45571,A-531CENIPA2015 - 06,2016-11-24,2016-12-14,2017-07-02,Realizar gestões junto ao GRAESP,,,,,,,,,,
45571,A-531CENIPA2015 - 07,2016-11-24,2016-12-14,2017-07-02,Realizar gestões junto ao GRAESP,,,,,,,,,,
45554,344/D/11,2011-12-12,2011-12-26,2015-02-12,Efetuar imediatamente uma avaliação,,,,,,,,,,
45554,345/D/11,2011-12-12,2011-12-26,2012-04-30,Definir,,,,,,,,,,
45554,346/D/11,2011-12-12,2011-12-26,2015-02-12,Gerar orientações documentais e formais adequadas para os administradores aeroportuários brasileiros orientando-os quanto às condições de operação e manutenção segura do pavimento das pistas dos aeroportos brasileiros sob sua responsabilidade de fiscalização e regulação tendo como referência o conteúdo da AC 150/5320-12C (Measurement,,,,,,,,,,
45554,347/D/11,2011-12-12,2011-12-26,2015-09-09,Gerar orientações documentais e formais adequadas para os operadores brasileiros sob sua responsabilidade de fiscalização e regulação tendo como referência o conteúdo do SAFO 06012 (Safety Alert of Operators - Landing Performance Assessments at Time of Arrival for Turbojets) do Federal Aviation Administration (FAA,,,,,,,,,,
45554,348/D/11,2011-12-12,2011-12-20,2012-06-02,Visto que ainda NULL um método de avalição definido pelo órgão de fiscalização e regulação da Aviação Civil Brasileira (ANAC) quanto ao aspecto de contaminação de pista por água nos aeroportos brasileiros e visando mitigar possíveis situações adversas em caso de chuva intensa sobre as pistas de pouso e decolagem,,,,,,,,,,
45554,349/D/11,2011-12-12,2011-12-20,2013-09-09,Reforçar,,,,,,,,,,
45554,350/D/11,2011-12-12,2011-12-20,2013-09-09,Padronizar e uniformizar definitivamente os callouts de velocidade a serem utilizados pelas tripulações da empresa durante as aproximações.,IMPLEMENTADA,PASSAREDO,PASSAREDO LINHAS AÉREAS,,,,,,,
45554,351/D/11,2011-12-12,2011-12-20,2013-09-09,Reforçar a instrução,,,,,,,,,,
45554,352/D/11,2011-12-12,2011-12-20,2013-09-09,Reforçar a instrução,,,,,,,,,,
45554,353/D/11,2011-12-12,2011-12-20,2013-09-09,Estabelecer uma margem de segurança conservativa própria para cada pista operada pela empresa já utilizando o conceito de runway factored distance para a condição DRY e WET.,IMPLEMENTADA,PASSAREDO,PASSAREDO LINHAS AÉREAS,,,,,,,
45554,354/D/11,2011-12-12,2011-12-20,2013-09-09,Fornecer aos seus tripulantes técnicos,,,,,,,,,,
45554,355/D/11,2011-12-12,2011-12-20,2013-09-09,Especificar detalhadamente no MGO da empresa as limitações e procedimentos de operação da empresa em pista contaminada e pista molhada de modo a não gerar qualquer tipo de dúvida para o tripulante.,IMPLEMENTADA,PASSAREDO,PASSAREDO LINHAS AÉREAS,,,,,,,
45554,356/D/11,2011-12-12,2011-12-20,2013-09-09,Estudar a possibilidade de adotar uma frequência de rádio em HF no CCO (Centro de Controle Operacional) da empresa para dar suporte às tripulações em voo para situações de emergência e qualquer outra avaliação específica que requeira um suporte técnico mais apurado,,,,,,,,,,
45554,357/D/11,2011-12-12,2011-12-20,2013-09-09,Visto que NULL nenhuma documentação oficial de orientação da Autoridade de Aviação Civil Brasileira (ANAC) neste sentido,,,,,,,,,,
45554,IG-018/CENIPA/2013 - RSV 001,2013-07-16,2013-12-08,2016-01-15,Realizar gestões junto ao Operador de Aeródromo de Uberlândia (SBUL) no intuito de viabilizar a instalação de um Sistema Visual Indicador de Rampa de Aproximação para a cabeceira 22.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
45554,IG-018/CENIPA/2013 - RSV 002,2013-07-16,2013-12-08,2016-01-15,Realizar gestões junto aos aeródromos públicos brasileiros que operam com aeronaves turbo-jato,,,,,,,,,,
45554,IG-018/CENIPA/2013 - RSV 003,2013-07-16,2013-12-08,2016-01-15,Realizar gestões junto ao DECEA no intuito de estabelecer critérios unificados sobre a implantação de Sistemas Visuais de Indicadores de Rampa de Aproximação,,,,,,,,,,
45554,IG-018/CENIPA/2013 - RSV 004,2013-07-16,2013-12-08,2016-01-15,"""Adotar uma metodologia",,,,,,,,,,
45554,IG-018/CENIPA/2013 - RSV 005,2013-07-16,2013-12-08,2014-03-21,Realizar gestões junto à ANAC no intuito de estabelecer critérios unificados sobre a implantação de Sistemas Visuais Indicadores de Rampa de Aproximação,,,,,,,,,,
45554,IG-018/CENIPA/2013 - RSV 006,2013-07-16,2011-12-20,2012-06-02,"""Visto que ainda NULL um método de avalição definido pelo órgão de fiscalização e regulação da Aviação Civil Brasileira (ANAC) quanto ao aspecto de contaminação de pista por água nos aeródromos públicos brasileiros e visando mitigar possíveis ocorrências aeronáuticas em caso de chuva intensa sobre as pistas de pouso e decolagem",,,,,,,,,,
45553,IG-014/CENIPA/2013 - RSV 001,2013-12-16,2014-12-02,2017-04-25,Determinar que os Operadores Regulados pelo RBAC 121 e 135 reavaliem o programa de treinamento em simulador onde as emergências mais críticas sejam treinadas com maior frequência.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
45553,IG-014/CENIPA/2013 - RSV 002,2013-12-16,2014-12-02,2014-07-28,Determinar que os Operadores Regulados pelo RBAC 121 e 135 revisem os processos de recebimento de novas aeronaves incorporadas nas especificações operativas,,,,,,,,,,
45553,IG-014/CENIPA/2013 - RSV 003,2013-12-16,2014-12-02,2017-04-25,Determinar que os Operadores Regulados pelo RBAC 121 e 135 criem procedimentos definitivos que garantam a preservação dos dados dos gravadores de voz (CVR),,,,,,,,,,
45553,IG-014/CENIPA/2013 - RSV 004,2013-12-16,2014-12-02,2014-07-28,Determinar que os Operadores Regulados pelo RBAC 121 e 135 criem procedimentos definitivos que garantam a presença de profissionais com formação de SAFETY atuando diretamente nos Centros de Manutenção e mantenham contínuo contato com a Diretoria de Segurança Operacional.,NÃO IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
45553,IG-014/CENIPA/2013 - RSV 005,2013-12-16,2014-12-02,2014-03-26,Divulgar o conteúdo do presente relatório durante a realização de seminários,,,,,,,,,,
45528,A - 055/CENIPA/2013 - 001,2014-09-29,2014-12-15,2016-06-01,Realizar gestões junto à INFRAERO-BE,,,,,,,,,,
45528,A - 055/CENIPA/2013 - 002,2014-09-29,2014-12-15,2015-01-23,Tendo em vista que a aeronave estava registrada na categoria de Serviços Aéreos Privados (TPP),,,,,,,,,,
45528,A - 055/CENIPA/2013 - 003,2014-09-29,2014-12-15,2015-07-06,Divulgar o conteúdo do presente relatório durante a realização de seminários,,,,,,,,,,
45525,A-529/CENIPA/2017 - 01,2017-01-08,2017-01-08,2017-09-11,Reavaliar a capacitação da Empresa VIMAER - Vidotti Manutenção de Aeronaves Ltda. em realizar a manutenção nas aeronaves modelo AT-401B (Air Tractor),,,,,,,,,,
45525,A-529/CENIPA/2017 - 02,2017-01-08,2017-01-08,2017-09-11,Verificar o processo de aquisição,,,,,,,,,,
45490,A-058/CENIPA/2013-RSV001,2013-11-27,2013-12-17,2017-05-24,Intensificar a fiscalização nas atividades que ocorrem em SBJC,,,,,,,,,,
45487,A-003/CENIPA/2013-RSV001,2013-10-21,2013-12-18,2014-07-28,Realizar auditoria na Empresa Norte Jet,,,,,,,,,,
45487,A-003/CENIPA/2013-RSV002,2013-10-21,2013-12-18,2014-04-28,Realizar auditoria no Programa de Treinamento de Operações dos tripulantes da Empresa Norte Jet,,,,,,,,,,
45487,A-003/CENIPA/2013-RSV003,2013-10-21,2013-12-18,2014-02-27,Divulgar aos operadores regulados pelo RBAC 135 os ensinamentos colhidos nesta investigação.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
45412,A - 059/CENIPA/2013 - RSV 001,2013-12-30,2014-12-02,2014-06-06,Divulgar o conteúdo do presente relatório durante a realização de seminários,,,,,,,,,,
45412,A - 059/CENIPA/2013 - RSV 002,2013-12-30,2014-12-02,2016-05-24,Desenvolver ações voltadas para as escolas de formação de pilotos aeroagrícolas,,,,,,,,,,
45408,A-509/CENIPA/2021 - 01,2021-08-07,2021-04-08,2021-08-30,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
45400,IG-544/CENIPA/2015 - 01,2017-03-31,2017-03-31,2017-08-08,Assegurar-se que os pilotos que operam aeronaves pressurizadas estejam habilitados para o gerenciamento de condições de fogo/fumaça na cabine,,,,,,,,,,
45400,IG-544/CENIPA/2015 - 02,2017-03-31,2017-03-31,2017-08-08,Realizar gestões junto ao operador,,,,,,,,,,
45400,IG-544/CENIPA/2015 - 03,2017-03-31,2017-03-31,2017-08-08,Realizar gestões junto ao operador,,,,,,,,,,
45400,IG-544/CENIPA/2015 - 04,2017-03-31,2017-04-24,2017-06-28,Orientar os controladores quanto à aplicação dos conceitos de CRM,,,,,,,,,,
45397,IG-536/CENIPA/2014 - 01,2016-04-15,2016-05-17,2017-02-21,Certificar-se que a IS n° 00-002B,,,,,,,,,,
45397,IG-536/CENIPA/2014 - 02,2016-04-15,2016-05-17,2017-02-24,Certificar-se de que o tempo limite para revisão (TBO) de 3.600 horas do modulo 3 do motor Arriel 1D1 estabelecido através do SB n° 292.72.0832,,,,,,,,,,
45392,A-032/CENIPA/2014 - RSV 001,2014-07-04,2015-04-14,2015-08-21,Divulgar aos operadores de helicópteros vinculados ao RBHA 91 os ensinamentos oriundos desse acidente,,,,,,,,,,
45392,A-032/CENIPA/2014 - RSV 002,2014-07-04,2015-04-14,2015-08-17,Tendo em vista os fatos levantados nesta investigação,,,,,,,,,,
45331,A-582/CENIPA/2014 - 01,2016-07-29,2016-08-25,2016-12-20,Atuar junto às empresas que operam segundo o RBAC 121 de forma tal que assegure que o treinamento de Corporate Ressource Management (CRM) esteja adequado a realidade daquela empresa,,,,,,,,,,
45331,A-582/CENIPA/2014 - 02,2016-07-29,2016-08-25,2016-12-20,Atuar junto à Administração do Aeroporto Internacional de Guarulhos,,,,,,,,,,
45331,A-582/CENIPA/2014 - 03,2016-07-29,2016-08-25,2019-09-16,Orientar as suas organizações subordinadas em relação ao fiel cumprimento do estabelecido na ICA 100-37,,,,,,,,,,
45291,A-539/CENIPA/2014 -  001,2014-08-22,2014-01-10,2015-10-02,Tendo em vista os fatos observados e relatados neste relatório,,,,,,,,,,
45285,A-515/CENIPA/2017 - 01,2018-07-27,2018-07-27,NULL,Atuar junto ao Aeroclube de Uberlândia,,,,,,,,,,
45285,A-515/CENIPA/2017 - 02,2018-07-27,2018-07-27,NULL,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
45284,A-046/CENIPA/2014 - RSV 001,2014-04-29,2014-06-16,2014-11-27,Divulgar o conteúdo do presente relatório durante a realização de seminários,,,,,,,,,,
45280,A-038/CENIPA/2013-RSV001,2013-08-22,2015-04-14,2016-12-12,Atuar junto à Paramazônia Táxi-Aéreo Ltda.,,,,,,,,,,
45280,A-038/CENIPA/2013-RSV002,2013-08-22,2015-04-14,2015-08-17,Divulgar o conteúdo do presente relatório durante a realização de seminários,,,,,,,,,,
45279,A-509/CENIPA/2018 - 01,2019-06-28,2019-08-20,2019-03-09,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
45274,A-501/CENIPA/2016 – 01,2016-07-14,2016-07-14,2016-12-19,Realizar gestões junto ao Aeroclube de Londrina,,,,,,,,,,
45274,A-501/CENIPA/2016 – 02,2016-07-14,2016-07-14,2016-12-19,Realizar gestões junto ao Aeroclube de Londrina,,,,,,,,,,
45273,A-506/CENIPA/2016 - 01,2016-07-07,2016-07-14,2016-12-19,Atuar junto ao Aeroclube do Rio Grande do Sul (ARGS) com o objetivo de verificar a conformidade dos procedimentos operacionais da Entidade,,,,,,,,,,
45273,A-506/CENIPA/2016 - 02,2016-07-07,2016-07-14,2016-12-19,Atuar junto ao Aeroclube do Rio Grande do Sul (ARGS) com o objetivo de reforçar a importância da aplicação conceitos do Treinamento em Gerenciamento de Recursos de Equipes (CRM).,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
45272,A-500/CENIPA/2016 - 01,2016-07-14,2016-07-14,2016-12-19,Realizar gestões junto ao Aeroclube de Erechim,,,,,,,,,,
45272,A-500/CENIPA/2016 - 02,2016-07-14,2016-07-14,2016-12-19,Realizar gestões junto ao Aeroclube de Erechim,,,,,,,,,,
45252,IG-556/CENIPA/2018 - 01,2018-04-09,2018-04-09,NULL,Exigir dos Operadores de Aeródromo que,,,,,,,,,,
45252,IG-556/CENIPA/2018 - 02,2018-04-09,2018-04-09,NULL,Exigir dos Operadores de Aeródromos que,,,,,,,,,,
45252,IG-556/CENIPA/2018 - 03,2018-04-09,2018-04-09,NULL,EXIGIR DOS OPERADORES DE AERóDROMOS (E MONITORAR EM CONFORMIDADE) QUE,,,,,,,,,,
45252,IG-556/CENIPA/2018 - 04,2018-04-09,2018-04-09,NULL,EXIGIR DAS COMPANHIAS AéREAS QUE OPERAM NO BRASIL E QUE SãO REGULAMENTADAS PELO RBAC 129,,,,,,,,,,
45252,IG-556/CENIPA/2018 - 05,2018-04-09,2018-10-17,2020-02-07,Exigir dos órgãos de controle que estabeleçam e mantenham,,,,,,,,,,
45252,IG-556/CENIPA/2018 - 06,2018-04-09,2018-10-17,2020-02-07,Exigir dos órgãos de controle,,,,,,,,,,
45251,A-547/CENIPA/2016 - 01,2018-04-12,2018-04-12,NULL,Divulgar os ensinamentos colhidos da presente investigação,,,,,,,,,,
45250,A-048/CENIPA/2014 - RSV 001,2014-02-06,2014-07-29,2014-12-30,Divulgar o conteúdo do presente relatório durante a realização de seminários,,,,,,,,,,
45237,IG-568/CENIPA/2016-01,2019-08-04,2019-04-25,2019-02-05,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
45235,IG-548/CENIPA/2016 - 01,2017-02-05,2017-10-05,2017-08-08,Atuar junto ao operador a fim de verificar se a infraestrutura que empresa utiliza para armazenamento de material de manutenção e suprimento encontra-se em conformidade com os requisitos aplicáveis.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
45212,IG-533/CENIPA/2018 - 01,2019-08-04,2019-04-23,2019-02-05,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
45188,A-515/CENIPA/2018 - 01,2018-04-09,2018-04-09,NULL,ATUAR JUNTO AO AEROCLUBE DE MONTENEGRO,,,,,,,,,,
45188,A-515/CENIPA/2018 - 02,2018-04-09,2018-04-09,2019-05-22,ATUAR JUNTO AO AEROCLUBE DE MONTENEGRO,,,,,,,,,,
45188,A-515/CENIPA/2018 - 03,2018-04-09,2018-04-09,NULL,ATUAR JUNTO AO AEROCLUBE DE MONTENEGRO,,,,,,,,,,
45188,A-515/CENIPA/2018 - 04,2018-04-09,2018-04-09,NULL,ATUAR JUNTO AO AEROCLUBE DE MONTENEGRO,,,,,,,,,,
45187,A - 623/CENIPA/2014 – 01,2016-03-06,2016-07-14,2016-12-12,Realizar gestões,,,,,,,,,,
45187,A - 623/CENIPA/2014 – 02,2016-03-06,2016-07-14,2017-04-25,Orientar o Setor de Treinamento da Helibarra Táxi-Aéreo Ltda.,,,,,,,,,,
45153,A-507/CENIPA/2017 - 01,2017-01-08,2017-01-08,NULL,Realizar gestões junto ao operador para que seja realizada uma instrução/atividade de CRM aos tripulantes da escola,,,,,,,,,,
